instance_id,label,volume_m3,rate_per_m3,handling_multiplier,min_charge,line_subtotal,currency,note
0,ceiling,0.4852,0,0.00,0,0,KRW,excluded (non-movable)
1,book,0.1031,15000,1.00,0,1546,KRW,rate from 'default'
2,shelf,0.3756,32000,1.05,30000,30000,KRW,
3,shelf,0.7030,32000,1.05,30000,30000,KRW,
4,ceiling light,0.0074,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
5,stairs,0.3756,0,0.00,0,0,KRW,excluded (non-movable)
6,clothes,0.6370,15000,1.00,0,9556,KRW,rate from 'default'
7,ceiling,0.3948,0,0.00,0,0,KRW,excluded (non-movable)
0,stairs,3.1977,0,0.00,0,0,KRW,excluded (non-movable)
1,curtain,0.4869,18000,1.00,8000,8763,KRW,
0,ceiling,1.1944,0,0.00,0,0,KRW,excluded (non-movable)
1,backpack,0.0558,15000,1.00,0,838,KRW,rate from 'default'
2,stairs,3.0675,0,0.00,0,0,KRW,excluded (non-movable)
3,tv,0.5789,60000,1.30,35000,45154,KRW,
4,stairs,4.6451,0,0.00,0,0,KRW,excluded (non-movable)
5,picture,0.2787,50000,1.40,10000,19511,KRW,
6,shelf,0.4120,32000,1.05,30000,30000,KRW,
7,box,0.1942,25000,1.00,8000,8000,KRW,
8,tube,2.0325,15000,1.00,0,30488,KRW,rate from 'default'
0,ceiling,2.1611,0,0.00,0,0,KRW,excluded (non-movable)
1,shelf,2.0332,32000,1.05,30000,68317,KRW,
2,shelf,1.4828,32000,1.05,30000,49823,KRW,
3,lamp,0.0172,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,shelf,2.0620,32000,1.05,30000,69283,KRW,
5,bookshelf,1.9264,36000,1.10,40000,76287,KRW,
6,tv,0.2898,60000,1.30,35000,35000,KRW,
7,stairs,7.1902,0,0.00,0,0,KRW,excluded (non-movable)
8,curtain,1.2489,18000,1.00,8000,22479,KRW,
9,bed,3.2436,38000,1.10,45000,135583,KRW,
10,object,0.1290,15000,1.00,0,1936,KRW,rate from 'default'
0,ceiling,2.3131,0,0.00,0,0,KRW,excluded (non-movable)
1,box,0.0318,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,shelf,2.2251,32000,1.05,30000,74762,KRW,
3,stairs,1.6732,0,0.00,0,0,KRW,excluded (non-movable)
4,ceiling,0.8248,0,0.00,0,0,KRW,excluded (non-movable)
5,box,0.0252,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,picture,0.0024,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
1,ceiling,0.6813,0,0.00,0,0,KRW,excluded (non-movable)
2,window,0.1333,0,0.00,0,0,KRW,excluded (non-movable)
3,bag,0.0535,15000,1.00,0,803,KRW,rate from 'default'
4,stairs,4.9267,0,0.00,0,0,KRW,excluded (non-movable)
5,stairs,7.0869,0,0.00,0,0,KRW,excluded (non-movable)
6,doorframe,0.6938,0,0.00,0,0,KRW,excluded (non-movable)
7,window,1.6960,0,0.00,0,0,KRW,excluded (non-movable)
8,picture,0.0036,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
9,window,3.0469,0,0.00,0,0,KRW,excluded (non-movable)
0,ceiling,0.2695,0,0.00,0,0,KRW,excluded (non-movable)
1,window,0.2764,0,0.00,0,0,KRW,excluded (non-movable)
2,cabinet,0.4828,36000,1.10,40000,40000,KRW,
3,cabinet,1.1408,36000,1.10,40000,45177,KRW,
4,cabinet,0.5778,36000,1.10,40000,40000,KRW,
5,clothes,0.0933,15000,1.00,0,1400,KRW,rate from 'default'
6,shelf,0.8556,32000,1.05,30000,30000,KRW,
7,ceiling light,0.0000,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
8,couch,0.0582,42000,1.15,55000,55000,KRW,
9,washing machine,0.3337,55000,1.30,80000,80000,KRW,
10,shelf,0.6064,32000,1.05,30000,30000,KRW,
0,ceiling,0.1528,0,0.00,0,0,KRW,excluded (non-movable)
1,picture,0.0061,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
2,window,0.6840,0,0.00,0,0,KRW,excluded (non-movable)
3,shelf,0.6915,32000,1.05,30000,30000,KRW,
4,stairs,0.2164,0,0.00,0,0,KRW,excluded (non-movable)
5,windowsill,0.0036,0,0.00,0,0,KRW,excluded (non-movable)
0,ceiling,0.0714,0,0.00,0,0,KRW,excluded (non-movable)
1,cabinet,0.5639,36000,1.10,40000,40000,KRW,
2,cabinet,0.3575,36000,1.10,40000,40000,KRW,
3,picture,0.0055,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,microwave,0.1973,55000,1.10,20000,20000,KRW,
5,purse,0.0575,15000,1.00,0,863,KRW,rate from 'default'
0,picture,0.0870,50000,1.40,10000,10000,KRW,
0,ceiling,0.0673,0,0.00,0,0,KRW,excluded (non-movable)
1,window,0.6460,0,0.00,0,0,KRW,excluded (non-movable)
2,shelf,1.6949,32000,1.05,30000,56950,KRW,
3,desk,1.1152,40000,1.05,35000,46840,KRW,
4,bed,2.6719,38000,1.10,45000,111685,KRW,
5,dresser,1.0109,15000,1.00,0,15163,KRW,rate from 'default'
6,plant,0.0114,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
7,radiator,0.5728,0,0.00,0,0,KRW,excluded (non-movable)
8,door,0.0437,0,0.00,0,0,KRW,excluded (non-movable)
9,blanket,0.6526,15000,1.00,0,9789,KRW,rate from 'default'
10,bowl,0.0023,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,pillow,0.0653,18000,1.00,5000,5000,KRW,
1,shelf,0.3307,32000,1.05,30000,30000,KRW,
0,window,0.1571,0,0.00,0,0,KRW,excluded (non-movable)
1,shelf,0.5137,32000,1.05,30000,30000,KRW,
2,book,0.0265,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,pillow,0.0300,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,book,0.0259,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
0,ceiling,0.2906,0,0.00,0,0,KRW,excluded (non-movable)
1,shelf,0.1403,32000,1.05,30000,30000,KRW,
2,doorframe,0.3930,0,0.00,0,0,KRW,excluded (non-movable)
0,ceiling,0.0831,0,0.00,0,0,KRW,excluded (non-movable)
1,cabinet,0.5772,36000,1.10,40000,40000,KRW,
2,picture,0.0073,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
3,hat,0.0159,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
4,clothes,0.4379,15000,1.00,0,6569,KRW,rate from 'default'
5,picture,0.0466,0,0.00,0,0,KRW,skipped (< 0.05 m^3)
6,radiator,0.0416,0,0.00,0,0,KRW,excluded (non-movable)

,total_volume_m3,36.1314,,,,,,non-movable items excluded
,items_subtotal,,,,,1592564,KRW,
,base_labor_fee,,,,,0,KRW,
,pre_vat,,,,,1592564,KRW,
,VAT,,,,,159256,KRW,
,TOTAL,,,,,1751820,KRW,
